,problem_id,success_rate,type
248,lsn14_football,0.9549902152641878,lab
249,lsn14_printchars,0.92,lab
250,lsn14_skill1,0.9790915645277577,skill
251,lsn14_skill2,0.9810909090909091,skill
252,lsn14_timestable,0.97953216374269,lab
253,lsn15_echo,0.9169847328244275,lab
254,lsn15_runways,0.9216269841269841,lab
255,lsn15_skill1,0.9633401221995926,skill
256,lsn15_skill2,0.9731404958677686,skill
257,lsn15_survivors_by_gender,0.8987975951903807,lab
258,lsn15_titanicfares,0.7367088607594937,lab
259,lsn15_titanicsurvivor,0.715625,lab
260,lsn16_practice1,0.9692307692307692,lab
261,lsn16_practice2,0.939922480620155,lab
262,lsn16_practice3,0.9485148514851485,lab
263,lsn16_practice4,0.9235474006116208,lab
264,lsn17_skill1,0.9803921568627451,skill
265,lsn18_combinations,0.8685446009389671,lab
266,lsn18_grades,0.9090909090909091,lab
267,lsn18_names,0.9609544468546638,lab
268,lsn18_namesreverse,0.8881118881118881,lab
269,lsn18_randomcircles,0.9961013645224172,lab
270,lsn18_simpledrawing,0.9145631067961165,lab
271,lsn18_skill1,0.9901812688821753,skill
272,lsn18_skill2,0.9773013871374527,skill
273,lsn18_stamp,1.0,lab
274,lsn18_swimstats,0.8802660753880266,lab
275,lsn18_triangle,1.0,lab
276,lsn19_100m,0.8613659531090724,lab
277,lsn19_credit,0.8629032258064516,lab
278,lsn19_golf,0.883695652173913,lab
279,lsn19_movies,0.7439613526570048,lab
280,lsn19_population,0.968780487804878,lab
281,lsn19_skill1,0.9778794813119756,skill
282,lsn19_skill2,0.9481327800829875,skill
283,lsn1_helloworld,0.9615639496355202,lab
284,lsn20_averagetraffic,0.8285714285714286,lab
285,lsn20_lowvolume,0.8796389167502507,lab
286,lsn20_popularnames,0.9014084507042254,lab
287,lsn20_sat,0.9044444444444445,lab
288,lsn20_skill1,0.9584934665641814,skill
289,lsn20_unpopularnames,0.7806122448979592,lab
290,lsn21_bouncingball,0.9908675799086758,lab
291,lsn21_bouncingtriangle,0.9971098265895953,lab
292,lsn21_randomcircles,1.0,lab
293,lsn21_simpledrawing,0.955503512880562,lab
294,lsn21_skill1,0.9923497267759562,skill
295,lsn21_stamp,1.0,lab
296,lsn21_triangle,1.0,lab
297,lsn22_bouncingball,1.0,lab
298,lsn22_bouncingballs,1.0,lab
299,lsn22_bouncingtriangle,1.0,lab
300,lsn22_paint,0.9952380952380953,lab
301,lsn22_skill1,0.9892344497607656,skill
302,lsn22_soundboard,0.9973544973544973,lab
303,lsn23_crashes,0.8857142857142857,lab
304,lsn23_paint,1.0,lab
305,lsn23_skill1,0.98068669527897,skill
306,lsn23_skill2,0.8968105065666041,skill
307,lsn23_soundboard,1.0,lab
308,lsn23_tokens,0.9053030303030303,lab
309,lsn24_airspeed,0.8798017348203222,lab
310,lsn24_education,0.8018867924528302,lab
311,lsn24_mitches,0.8696629213483146,lab
312,lsn24_nasa,0.7728102189781022,lab
313,lsn24_starmap,0.9141104294478528,lab
314,lsn25_contactlist,0.7962962962962963,lab
315,lsn25_crashanalysis,0.9302325581395349,lab
316,lsn25_crashes,0.9457547169811321,lab
317,lsn25_midpoint,0.9722222222222222,lab
318,lsn25_rectangle,0.803030303030303,lab
319,lsn25_skill1,0.9830097087378641,skill
320,lsn25_skill2,0.9558823529411765,skill
321,lsn25_tokens,0.9113300492610837,lab
322,lsn26_calculus,0.8586956521739131,lab
323,lsn26_percentile,0.9205882352941176,lab
324,lsn26_plots,1.0,lab
325,lsn2_ascii,0.9242424242424242,lab
326,lsn2_parking,0.9672131147540983,lab
327,lsn2_printpractice,0.9765258215962441,lab
328,lsn33_practice1,0.82,lab
329,lsn33_practice2,0.7361111111111112,lab
330,lsn33_practice3,0.921146953405018,lab
331,lsn33_practice4,0.9035714285714286,lab
332,lsn33_practice5,0.9855072463768116,lab
333,lsn33_practice6,0.8634686346863468,lab
334,lsn33_practice7,,lab
335,lsn33_practice8,0.8122866894197952,lab
336,lsn3_arrivaltime,0.9931350114416476,lab
337,lsn3_girlscouts,0.953307392996109,lab
338,lsn3_madlib,0.9517241379310345,lab
339,lsn3_pointspread,0.9907834101382489,lab
340,lsn3_scoreaverage,0.9777777777777777,lab
341,lsn3_skill1,0.9975,skill
342,lsn3_skill2,0.9467312348668281,skill
343,lsn4_arrivaltime,0.967687074829932,lab
344,lsn4_ascii,0.9419191919191919,lab
345,lsn4_bit_representation,0.946078431372549,lab
346,lsn4_bits_to_bytes,0.9800995024875622,lab
347,lsn4_bits_to_kmg,0.96875,lab
348,lsn4_calories,0.985781990521327,lab
349,lsn4_girlscouts,0.8431952662721893,lab
350,lsn4_madlib,0.9239130434782609,lab
351,lsn4_math,0.9837209302325581,lab
352,lsn4_parking,0.9827956989247312,lab
353,lsn4_pointspread,0.9728353140916808,lab
354,lsn4_printpractice,0.9698275862068966,lab
355,lsn4_projectile,0.9763593380614657,lab
356,lsn4_scoreaverage,0.9801488833746899,lab
357,lsn4_skill1,0.9646569646569647,skill
358,lsn4_skill2,0.9607032057911065,skill
359,lsn4_temperature,0.9516129032258065,lab
360,lsn5_arrivaltime,0.989247311827957,lab
361,lsn5_atmosphere,0.9523809523809523,lab
362,lsn5_classyear,0.9814814814814815,lab
363,lsn5_girlscouts,0.8900343642611683,lab
364,lsn5_largest,0.9680365296803652,lab
365,lsn5_madlib,0.9291784702549575,lab
366,lsn5_pointspread,0.9891304347826086,lab
367,lsn5_positive,0.997716894977169,lab
368,lsn5_scoreaverage,0.9896640826873385,lab
369,lsn5_skill1,0.9533287577213452,skill
370,lsn5_skill2,0.9798611111111111,skill
371,lsn6_bit_representation,0.9927797833935018,lab
372,lsn6_bits_to_bytes,0.9858657243816255,lab
373,lsn6_bits_to_kmg,0.9700374531835206,lab
374,lsn6_calories,0.9892703862660944,lab
375,lsn6_fuel,0.9953917050691244,lab
376,lsn6_lists,0.83,lab
377,lsn6_math,0.951271186440678,lab
378,lsn6_projectile,0.9699570815450643,lab
379,lsn6_roundtrip,0.9790209790209791,lab
380,lsn6_skill1,0.9842681258549931,skill
381,lsn6_skill2,0.9890260631001372,skill
382,lsn6_speeding,0.9852941176470589,lab
383,lsn6_temperature,0.9813432835820896,lab
384,lsn6_uod,0.9625292740046838,lab
385,lsn7_atmosphere,0.9769736842105263,lab
386,lsn7_classyear,0.9889380530973452,lab
387,lsn7_largest,0.9845132743362832,lab
388,lsn7_positive,0.9846827133479212,lab
389,lsn7_randomcircles,0.9398907103825137,lab
390,lsn7_simpledrawing,0.899749373433584,lab
391,lsn7_skill1,0.9843537414965986,skill
392,lsn7_skill2,0.9783223374175306,skill
393,lsn7_stamp,1.0,lab
394,lsn7_triangle,1.0,lab
395,lsn8_fuel,0.9872340425531915,lab
396,lsn8_lists,0.8089430894308943,lab
397,lsn8_practice1,0.9937304075235109,lab
398,lsn8_practice2,0.9821802935010482,lab
399,lsn8_practice3,0.9777306468716861,lab
400,lsn8_practice4,0.920479302832244,lab
401,lsn8_roundtrip,0.9632034632034632,lab
402,lsn8_skill1,0.982532751091703,skill
403,lsn8_skill2,0.980349344978166,skill
404,lsn8_speeding,0.9889705882352942,lab
405,lsn8_uod,0.9609544468546638,lab
406,lsn9_callme,0.9529411764705882,lab
407,lsn9_imagesize,0.9753694581280788,lab
408,lsn9_practice1,0.9956709956709957,lab
409,lsn9_practice2,0.9630434782608696,lab
410,lsn9_practice3,0.9781181619256017,lab
411,lsn9_practice4,0.955456570155902,lab
412,lsn9_skill1,0.985,skill
413,lsn9_skill2,0.9924242424242424,skill
414,lsn9_skill3,0.9823232323232324,skill
415,lsn9_triangle,0.972636815920398,lab
416,pex1,0.911578947368421,project
417,pex3,1.0,project
