,Unnamed: 0,id,course_id,type,exam,prompt,testcase,max_score,input_str,input_cast,output,assignment,conditional,function_call,function_def,function_return,loop_counting,loop_until,loop_elements,loop_nested,stat_calculate,file_read,file_write,list,list_2d,dictionary,item_set,tuple,skeleton,code,exec_result,score,text
51,55,lsn25_skill1,2,skill,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM STATEMENT:  
** You have been provided with a dictionary that contains the designator for
an aircraft (e.g., F-16) and its nickname (e.g., Fighting Falcon). Write a
program that gets a new aircraft designator and nickname from the user, and
adds it to the dictionary


","from cs110 import autograder
import random, math

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    aircraft_dictionary = {""F-16"":""Fighting Falcon"", ""F-22"":""Raptor"", ""B-2"":""Spirit"", ""F-15"":""Eagle""}
    
    aircraft = [(""C-141"", ""Starlifter""), (""C-5"", ""Galaxy""), (""MQ-9"", ""Reaper"")]
    random_aircraft = aircraft[random.randint(0, len(aircraft)-1)]
    aircraft_dictionary[random_aircraft[0]] = random_aircraft[1]
    
    output, error = autograder.run_script(""lsn25_skill1.py"", random_aircraft)
    
    if output.strip() == str(aircraft_dictionary):
        print(""CORRECT"")
        return 100.0
    else:
        print(""INCORRECT. Expected:"")
        print(aircraft_dictionary)
        return 0.0
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)












",100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,"
aircraft_dict = {
    'F-16': 'Fighting Falcon',
    'F-22': 'Raptor',
    'F-35': 'Lightning II',
    'F/A-18': 'Hornet',
    'B-2': 'Spirit',
}

designator = input(""Enter aircraft designator: "")
nickname = input(""Enter aircraft nickname: "")

aircraft_dict[designator] = nickname

print(""New aircraft added to dictionary:"")
print(aircraft_dict)
",completed,0.0,"INCORRECT. Expected:
{'F-16': 'Fighting Falcon', 'F-22': 'Raptor', 'B-2': 'Spirit', 'F-15': 'Eagle', 'C-141': 'Starlifter'}
Unit Test Returned: 0.0
"
52,56,lsn25_rectangle,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 




**PROBLEM STATEMENT:  
**

Write a function called `get_rectangle_info` that takes 2 values as
parameters:

  * A tuple containing the (x, y) coordinate of one corner of a box
  * A tuple containing the (x, y) coordinate of the opposite corner of a box



Your function should return a  **tuple**  containing the following information
(in order):

  * the area of the box
  * the perimeter of the box
  * the length of the largest side
  * the length of the shortest side


","from cs110 import autograder
import random, math
import lsn25_rectangle

# Solution
def solution(corner1, corner2):
    width = abs(corner1[0] - corner2[0])
    height = abs(corner1[1] - corner2[1])
    largest_side = max(width, height)
    shortest_side = min(width, height)
    area = width * height
    perimeter = width * 2 + height * 2
    
    return (area, perimeter, largest_side, shortest_side)


# Runs the test
def run_test(corner1, corner2):
    global tests_passed
    
    result = lsn25_rectangle.get_rectangle_info(corner1, corner2)
    expected_value = solution(corner1, corner2)
    
    if result is None:
        print(""Failed with inputs"", corner1, corner2, ""-- Your function did not return anything"")
    elif type(result) is not tuple:
        print(""Failed with inputs"", corner1, corner2, ""-- Your function did not return a tuple"")
    elif len(result) != 4:
        print(""Failed with inputs"", corner1, corner2, ""-- Your function did not return a tuple with 4 items in it"")
    elif result == expected_value:
        print(""Passed with inputs"", corner1, corner2, ""-- Your function correctly returned"", result)
        return True
    else:
        print(""Failed with inputs"", corner1, corner2, ""-- Your function returned"", result, ""instead of"", expected_value)

    return False


# Runs the Python script and sees if it passes the test(s)
def test_passed():
    
    NUM_TESTS = 5
    tests_passed = 0
    
    for i in range(NUM_TESTS):
        # Generate 4 Random Numbers
        x1 = random.randint(-100, 100)
        y1 = random.randint(-100, 100)
        x2 = random.randint(-100, 100)
        y2 = random.randint(-100, 100)
        
        # Makes sure that I didn't accidentally generate a line
        while (x1 == x2):
            x1 = random.randint(-100, 100)            
        while (y1 == y2):
            y1 = random.randint(-100, 100)
    
        if run_test((x1, y1), (x2, y2)):
            tests_passed += 1
    
    return 100/NUM_TESTS * tests_passed


# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)



",100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,"
def get_rectangle_info(corner1, corner2):
    x1, y1 = corner1
    x2, y2 = corner2
    
    length = abs(x2 - x1)
    width = abs(y2 - y1)
    
    area = length * width
    perimeter = 2 * (length + width)
    
    if length > width:
        longest_side = length
        shortest_side = width
    else:
        longest_side = width
        shortest_side = length
    
    return (area, perimeter, longest_side, shortest_side)
",completed,100.0,"Passed with inputs (-42, -59) (64, 71) -- Your function correctly returned (13780, 472, 130, 106)
Passed with inputs (-6, 70) (-40, 55) -- Your function correctly returned (510, 98, 34, 15)
Passed with inputs (20, -74) (33, 86) -- Your function correctly returned (2080, 346, 160, 13)
Passed with inputs (96, 58) (11, 48) -- Your function correctly returned (850, 190, 85, 10)
Passed with inputs (75, -25) (-80, 77) -- Your function correctly returned (15810, 514, 155, 102)
Unit Test Returned: 100.0
"
53,57,lsn25_midpoint,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 


**PROBLEM STATEMENT:  
** Write a function called get_midpoint that takes four values as parameters:

  * X coordinate of the first point
  * Y coordinate of the first point
  * X coordinate of the second point
  * Y coordinate of the second point

Your function should return a tuple containing the midpoint.




","from cs110 import autograder
import random, math
import lsn25_midpoint

# Runs the test
def run_test(x1, y1, x2, y2):
    global tests_passed
    
    result = lsn25_midpoint.get_midpoint(x1, y1, x2, y2)
    expected_value = ((x1+x2)/2, (y1+y2)/2)
    
    if result is None:
        print(""Failed with values %d, %d, %d, and %d.  Your function did not return anything."" % (x1, y1, x2, y2))
    elif type(result) is not tuple:
        print(""Failed with values %d, %d, %d, and %d.  Your function did not return a tuple."" % (x1, y1, x2, y2))
    elif len(result) != 2:
        print(""Failed with values %d, %d, %d, and %d.  Your function did not return a tuple of length 2."" % (x1, y1, x2, y2))
    elif result == expected_value:
        print(""Passed Test Using values %d, %d, %d, and %d. Received (%d, %d)"" % (x1, y1, x2, y2, result[0], result[1]))
        return True
    else:
        print(""Failed Test Using values %d, %d, %d, and %d. Received (%d, %d), but Expected (%d, %d)"" % (x1, y1, x2, y2, result[0], result[1], expected_value[0], expected_value[1]))

    return False


# Runs the Python script and sees if it passes the test(s)
def test_passed():
    
    NUM_TESTS = 5
    tests_passed = 0
    
    for i in range(NUM_TESTS):
        # Generate 4 Random Numbers
        x1 = random.randint(-100, 100)
        y1 = random.randint(-100, 100)
        x2 = random.randint(-100, 100)
        y2 = random.randint(-100, 100)
        
        if run_test(x1, y1, x2, y2):
            tests_passed += 1
    
    return (100 / NUM_TESTS) * tests_passed
        
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)


",100,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,"
def get_midpoint(x1, y1, x2, y2):
    midpoint_x = (x1 + x2) / 2
    midpoint_y = (y1 + y2) / 2
    return (midpoint_x, midpoint_y)
",completed,100.0,"Passed Test Using values -100, 38, 52, and -45. Received (-24, -3)
Passed Test Using values 54, 84, -41, and -39. Received (6, 22)
Passed Test Using values 19, 19, -18, and 21. Received (0, 20)
Passed Test Using values -75, 22, -25, and -51. Received (-50, -14)
Passed Test Using values -84, -45, -22, and -96. Received (-53, -70)
Unit Test Returned: 100.0
"
54,60,lsn25_contactlist,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 




**PROBLEM STATEMENT:  
**

Write a Python program that stores names and phone numbers for your
classmates. Your program will keep asking the user to input names and phone
numbers until he/she types ""DONE"". Your program will then store the
names/numbers in a dictionary, and allow the user to repeatedly type in names
until he/she types ""DONE"".

  * If name is in the contact list, your program will output the corresponding phone number.
  * If the name is  **not**  in the contact list, your program will output ""NOT FOUND""



**EXAMPLES:**

  | Example  
---|---  
Inputs | Adrian  
555-5555  
Liam  
666-6666  
Michelle  
777-7777  
DONE  
Adrian  
Jim  
DONE  
Outputs | 555-5555  
NOT FOUND


","from cs110 import autograder
import random, math

input_list = [""Kirk"",
""555-5555"",
""Spock"",
""666-6666"",
""McCoy"",
""777-7777"",
""DONE"",
""Kirk"",
""Spock"",
""Mccoy"",
""DONE""]

expected_output = [
""555-5555"",
""666-6666"",
""NOT FOUND"",
]


# Runs the Python script and sees if it passes the test(s)
def test_passed():
    
    output, error = autograder.run_script(""lsn25_contactlist.py"", input_list)
    lines = output.strip().split('\n')
    
    num_matches = autograder.compare_strings(lines, expected_output)
       
    return round(num_matches * (100.0 / len(expected_output)), 1)

        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)












",100,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,"
contacts = {}

while True:
    name = input(""Enter a name (or 'DONE' to finish): "")

    if name == 'DONE':
        break

    if name in contacts:
        print(contacts[name])
    else:
        print(""NOT FOUND"")

    number = input(""Enter a phone number: "")
    contacts[name] = number
",completed,33.3,"Unit Test Returned: 33.3
"
55,61,lsn24_nasa,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM STATEMENT:  
**

Write a Python program that repeatedly asks the user for names of famous NASA
space missions (e.g., Apollo 11) as well as the year in which the mission took
place, until the user types the word ""DONE"" for the mission.

Your program should output:

  1. Year of the **latest mission** (most recent) 
  2. Names of all missions that occurred within 3 years prior to the most recent mission (inclusive)

**EXAMPLES:**



| Example 1 | Example 2  
---|---|---  
Input | Gemini 3  
1965  
Gemini 4  
1965  
Gemini 12  
1966  
DONE |

Mercury 5  
1961  
Apollo 11  
1969  
DONE  
  
Output | 1966  
Gemini 3  
Gemini 4  
Gemini 12 | 1969  
Apollo 11


","from cs110 import autograder
import random, math

mission_info = [
    ['Apollo 1', 1967],
    ['Apollo 7', 1968],
    ['Apollo 8', 1968],
    ['Apollo 9', 1969],
    ['Apollo 10', 1969],
    ['Apollo 11', 1969],
    ['Apollo 12', 1969],
    ['Apollo 13', 1970],
    ['Apollo 14', 1971],
    ['Apollo 15', 1971],
    ['Apollo 16', 1972],
    ['Apollo 17', 1972],
    ]

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    inputs = []
    expected_outputs = []
    
    mission_table = []
    
    for mission in random.sample(mission_info, 5):
        inputs.append(mission[0])
        inputs.append(mission[1])
        mission_table.append([int(mission[1]), mission[0]])
    inputs.append(""DONE"")
    
    max_row = max(mission_table)
    expected_outputs.append(str(max_row[0]))
    
    for m in mission_table:
        if (int(m[0]) >= int(max_row[0]) - 3):
            expected_outputs.append(m[1])
    
    output, errors = autograder.run_script(""lsn24_nasa.py"", inputs)
    lines = output.strip().split('\n')
    
    lines_match = autograder.compare_strings(lines, expected_outputs)
    
    if lines_match == len(expected_outputs):
        return 100.0
    else:
        return 0.0
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)",100,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,"
latest_year = 0
missions = []

while True:
    mission = input(""Enter the mission name: "")
    if mission == ""DONE"":
        break
    year = int(input(""Enter the year of the mission: ""))
    
    if year > latest_year:
        latest_year = year
        missions = [mission]
    elif year == latest_year or year >= latest_year - 3:
        missions.append(mission)

print(latest_year)
for mission in missions:
    print(mission)
",completed,0.0,"Unit Test Returned: 0.0
"
56,62,lsn24_mitches,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM STATEMENT:  
**

Write a Python Program that analyzes the food at Mitchell Hall. Your program
will ask for the number of meals to analyze and then get both:

  1. The name of the meal
  2. The number of calories per serving

Your program should output the average calorie count of all meals, as well as
the names of meals that are with 200 calories of the average (inclusive).



| **Example 1** | **Example 2**  
---|---|---  
Input |

3  
Shepherd's Pie  
300  
Foot Long Hot Dog  
350  
Hamburger  
960  
  

| 4  
Pizza  
600  
Cheeseburger  
450  
Pancakes  
1100  
Burrito  
900  
Expected Output | 536.6666666666666  
Foot Long Hot Dog | 762.5  
Pizza  
Burrito  
  



","from cs110 import autograder
import random, math

meal_info = [
    ['Hot Dogs', 600],
    ['French Dip', 540],
    ['Chicken Cordon Bleu', 300],
    ['Turkey Sandwich', 350],
    ['Mitch\'s Mountain', 1100],
    ['Shepherd\'s Pie', 272],
    ['Teriyaki Chicken', 250],
    ]

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    inputs = []
    expected_outputs = []
    
    meal_table = []
    table_size = random.randint(3, 5)
    total = 0
    inputs.append(table_size)
    
    for meal in random.sample(meal_info, table_size):
        total += meal[1]
        inputs.append(meal[0])
        inputs.append(meal[1])
        meal_table.append([meal[0], meal[1]])
    
    average = total / len(meal_table)
    expected_outputs.append(str(average))
    
    for m in meal_table:
        if m[1] >= average-200 and m[1] <= average+200:
            expected_outputs.append(m[0])
    
    output, errors = autograder.run_script(""lsn24_mitches.py"", inputs)
    lines = output.strip().split('\n')
    
    lines_match = autograder.compare_strings(lines, expected_outputs)
    
    if lines_match == len(expected_outputs):
        return 100.0
    else:
        return 0.0
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)",100,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,,completed,0.0,"Unit Test Returned: 0.0
"
57,63,lsn24_education,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM STATEMENT:  
**

Now that you are a Freshman at USAFA, it might be interesting to learn about
how many years men and women spend in school in different countries. In the
problem, we have provided you with a dataset called `education.csv` that
contains information from various countries about years spent in education.
Here is a typical line from the file:



`Zimbabwe,2010,M,15,64,8.04,5.92,2.09,0.03,3926`



Each position in the line represents a different ""data element"". Here is a key
for your reference:

Country | Year | Gender | Start Age | End Age | Total Years in School |
Primary School | Secondary School | Tertiary School | Population (thousands)  
---|---|---|---|---|---|---|---|---|---  
Zimbabwe | 2010 | M | 15 | 64 | 8.04 | 5.92 | 2.09 | 0.03 | 3926  
  


  
Write a Python program that asks the user for the name of country (e.g.,
""Zimbabwe""), followed by a Gender (""M"" or ""F""). Your program should print the
average number of years that gender spends in school followed by the years
that are greater than or equal to the average.

  
For example, if ""Zimbabwe"" and ""M"" were entered as the country and gender of
interest, respectively, then your program should print out:

**`2.5117241379310347`  
`1960`  
`1965`  
`1970`  
`1975`  
`1980`  
`1985`  
`1990`  
`1995`  
`2000`  
`2005`  
`2010`**


","from cs110 import autograder
import random, math

test_inputs = [['Canada', 'M'], ['Egypt', 'F']]
expected_outputs = [['7.140344827586206', '1945', '1950', '1955', '1960', '1965', '1970', '1975', '1980', '1985', '1990', '1995', '2000', '2005', '2010'],
                    ['1.1858620689655173', '1980', '1985', '1990', '1995', '2000', '2005', '2010']]

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    test_case_to_run = random.randint(0, len(test_inputs)-1)
    inputs = test_inputs[test_case_to_run]
    outputs = expected_outputs[test_case_to_run]
    
    output, errors = autograder.run_script(""lsn24_education.py"", inputs)
    lines = output.strip().split('\n')
    
    lines_match = autograder.compare_strings(lines, outputs)
    
    if lines_match == len(outputs):
        return 100.0
    else:
        return 0.0
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)",100,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,,"
import csv

def calculate_average_education(country, gender, dataset):
    total_years = 0
    num_entries = 0

    for row in dataset:
        if row[0] == country and row[2] == gender:
            total_years += float(row[5])
            num_entries += 1

    if num_entries == 0:
        return 0

    average_years = total_years / num_entries

    return average_years


def print_years_greater_or_equal(country, gender, dataset):
    for row in dataset:
        if row[0] == country and row[2] == gender:
            if float(row[5]) >= average_years:
                print(row[1])


filename = 'education.csv'
dataset = []

with open(filename, 'r') as file:
    csvreader = csv.reader(file)
    next(csvreader)  # Skip header row
    dataset = list(csvreader)

country = input(""Enter the name of the country: "")
gender = input(""Enter the gender (M or F): "")

average_years = calculate_average_education(country, gender, dataset)

if average_years != 0:
    print(average_years)
    print_years_greater_or_equal(country, gender, dataset)
else:
    print(""No data available for the specified country and gender."")
```
",completed,0.0,"Unit Test Returned: 0.0
"
58,64,lsn24_airspeed,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM STATEMENT:  
**

You are writing a program to determine which aircraft  can fly in formation
based on their (min) safe cruise speed. Write a python program  
that asks the user for:

  1. The number of aircraft to analyze
  2. The target cruise velocity, in mph



Your program will then repeatedly ask the user for the designator for each
aircraft and its cruise velocity. Once all of the values have been input, your
program will output:

  1. The NUMBER of aircraft whose cruise velocity is within 50mph of the target (above or below, inclusive)
  2. The designator of each aircraft that meets the above criteria



| **Example 1** | **Example 2**  
---|---|---  
Input |

3  
400  
F-15  
450  
F-16  
425  
F-22  
500

| 4  
230  
C-130  
250  
F-35  
450  
B-52  
390  
C-141  
375  
Expected Output | 2  
F-15  
F-16 | 1  
C-130  
  



","from cs110 import autograder
import random, math

test_cases = [[3, 400, 'F-15', 450, 'F-16', 425, 'F-22', 600],
              [4, 230, 'C-130', 250, 'F-35', 450, 'B-52', 390, 'C-141', 375]]
answers    = [['2', 'F-15', 'F-16'],
              ['1', 'C-130']]

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    test_to_run = random.randint(0, len(test_cases)-1)
    inputs = test_cases[test_to_run]
    expected_output = answers[test_to_run]    
    
    output, errors = autograder.run_script(""lsn24_airspeed.py"", inputs)
    lines = output.strip().split('\n')
    
    lines_match = autograder.compare_strings(lines, expected_output)
    
    if lines_match == len(expected_output):
        return 100.0
    else:
        return 0.0
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)",100,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,"
def determine_aircraft():
    num_aircraft = int(input(""Enter the number of aircraft to analyze: ""))
    target_velocity = int(input(""Enter the target cruise velocity in mph: ""))

    aircraft_count = 0
    aircraft_list = []

    for _ in range(num_aircraft):
        designator = input(""Enter the designator for the aircraft: "")
        cruise_velocity = int(input(""Enter the cruise velocity in mph: ""))

        if abs(cruise_velocity - target_velocity) <= 50:
            aircraft_count += 1
            aircraft_list.append(designator)

    print(""Number of aircraft within range:"", aircraft_count)
    print(""Designator of each aircraft within range:"")
    for aircraft in aircraft_list:
        print(aircraft)


determine_aircraft()
",completed,0.0,"Unit Test Returned: 0.0
"
59,65,lsn23_soundboard,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM STATEMENT:  
** Using PythonGraph, create a ""soundboard"" application. Your program should
display a list of colored buttons (i.e., rectangles). When the user clicks
inside of a rectangle, the program plays a different sound.

The provided template file comes with a single button implemented. Your job is
to study this code and create at least 5 other buttons. Note: The buttons do
not have to be laid out in the same arrangement, but they should look
organized.

When you are finished, upload your python code. Do NOT upload any of the sound
files.


","from cs110 import autograder
import random, math, py_compile

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    try:       
        py_compile.compile(""lsn23_soundboard.py"", doraise=True)
        print(""Thank you for your submission. Your instructor will let you know if there is a problem."")
        return 100.0
    except:
        print(""There appears to be a syntax error in your code."")
        return 0.0
    
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)













",100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"
import pygame
import pygame.freetype
from pygame.locals import *
from sys import exit
from random import *

# Initialize pygame
pygame.init()

# Set up the window
screen_width, screen_height = 640, 480
screen = pygame.display.set_mode((screen_width, screen_height), 0, 32)
pygame.display.set_caption(""Soundboard"")

# Set up the colors
WHITE = (255, 255, 255)
RED = (255, 0, 0)
GREEN = (0, 255, 0)
BLUE = (0, 0, 255)
YELLOW = (255, 255, 0)
ORANGE = (255, 165, 0)

# Create a dictionary of sound files
sounds = {
    RED: pygame.mixer.Sound(""red_sound.wav""),
    GREEN: pygame.mixer.Sound(""green_sound.wav""),
    BLUE: pygame.mixer.Sound(""blue_sound.wav""),
    YELLOW: pygame.mixer.Sound(""yellow_sound.wav""),
    ORANGE: pygame.mixer.Sound(""orange_sound.wav"")
}

# Function to play a sound based on the color passed in
def play_sound(color):
    if color in sounds:
        sounds[color].play()

# Function to draw a button
def draw_button(x, y, width, height, color):
    pygame.draw.rect(screen, color, (x, y, width, height))

# Create the initial button
button_x = 240
button_y = 200
button_width = 160
button_height = 80
button_color = RED

# Main game loop
while True:
    for event in pygame.event.get():
        if event.type == QUIT:
            pygame.quit()
            exit()

        if event.type == MOUSEBUTTONUP:
            mouse_x, mouse_y = pygame.mouse.get_pos()
            if button_x <= mouse_x <= button_x + button_width and button_y <= mouse_y <= button_y + button_height:
                play_sound(button_color)

    screen.fill(WHITE)

    # Draw the buttons
    draw_button(button_x, button_y, button_width, button_height, button_color)

    # Update the display
    pygame.display.update()
```
",completed,0.0,"There appears to be a syntax error in your code.
Unit Test Returned: 0.0
"
60,66,lsn23_skill1,2,skill,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 
**PROBLEM NAME:  
** lsn23_skill1



**PROBLEM STATEMENT:  
** You have been provided with the template code for an animation.  Study the
code for a minute, then modify the code to do the following WHEN THE LEFT
MOUSE BUTTON IS HELD DOWN:

  1. Write the code needed to get the mouse's x and y coordinates
  2. Draw a circle centered at the mouse's x and y coordinates


","from cs110 import autograder
import random, math

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    score = 0.0
    
    if autograder.code_compiles(""lsn23_skill1.py""):
        file = open(""lsn23_skill1.py"", ""r"")
        file_contents = file.read()
        
        if ""get_mouse_x("" in file_contents:
            print(""get_mouse_x called"")
            score += 33
        else:
            print(""get_mouse_x does not appear to be called."")
            
        if ""get_mouse_y("" in file_contents:
            print(""get_mouse_y called"")
            score += 33
        else:
            print(""get_mouse_y does not appear to be called."")
            
        if ""draw_circle("" in file_contents:
            print(""draw_circle called"")
            score += 34
        else:
            print(""draw_circle does not appear to be called."")
            
    else:
        print(""There appears to be an error in your python Script that is preventing it from running"")
    
    print(""\nThank you for your submission.  Your instructor will let you know if there is an issue."")
    return score        
    
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)












",100,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"
import pygame

# Initialize Pygame
pygame.init()

# Set up the window
screen_width = 800
screen_height = 600
screen = pygame.display.set_mode((screen_width, screen_height))
pygame.display.set_caption(""Circle Animation"")

# Set up the clock
clock = pygame.time.Clock()

# Set up the colors
BLACK = (0, 0, 0)
WHITE = (255, 255, 255)

# Set up variables for the circle
circle_radius = 50
circle_color = WHITE

# Main game loop
running = True
while running:
    # Clear the screen
    screen.fill(BLACK)
    
    # Check for events
    for event in pygame.event.get():
        if event.type == pygame.QUIT:
            running = False
        elif event.type == pygame.MOUSEBUTTONDOWN and event.button == 1:
            mouse_pos = pygame.mouse.get_pos()
            pygame.draw.circle(screen, circle_color, mouse_pos, circle_radius)
    
    # Update the display
    pygame.display.flip()
    
    # Set the FPS
    clock.tick(60)

# Quit the program
pygame.quit()
",completed,0.0,"get_mouse_x does not appear to be called.
get_mouse_y does not appear to be called.
draw_circle does not appear to be called.

Thank you for your submission.  Your instructor will let you know if there is an issue.
Unit Test Returned: 0.0
"
61,67,lsn23_paint,2,lab,0,"Bellow is a problem statement, write a program in Python that solves the problem.Put your code solution within fenced code blocks, and do not provide explanations for your solution. 


**PROBLEM STATEMENT:  
**

Using PythonGraph, create a simple paint application. Your program should draw
circles on the window whenever the user presses the left mouse button. Your
program should also listen for keyboard inputs, and allow the user to change
colors and the size of the circle by pressing on different keys.

A simple paint program has been provided to you as a starting point. Study the
code and make the necessary modifications.

When you are finished, upload your python code.


","from cs110 import autograder
import random, math, py_compile

# Runs the Python script and sees if it passes the test(s)
def test_passed():
    try:       
        py_compile.compile(""lsn23_paint.py"", doraise=True)
        print(""Thank you for your submission. Your instructor will let you know if there is a problem."")
        return 100.0
    except:
        print(""There appears to be a syntax error in your code."")
        return 0.0
    
        
# Runs your code in an IDE (for testing purposes)
if __name__ == '__main__':    
    result = test_passed()
    print(""Unit Test Returned:"", result)













",100,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"
import pygame
from pygame.locals import *

SCREEN_WIDTH = 800
SCREEN_HEIGHT = 600

BACKGROUND_COLOR = (255, 255, 255)
CIRCLE_COLOR = (0, 0, 0)

pygame.init()

screen = pygame.display.set_mode((SCREEN_WIDTH, SCREEN_HEIGHT))
pygame.display.set_caption('Simple Paint')

clock = pygame.time.Clock()

circle_radius = 10
circle_color = CIRCLE_COLOR

drawing = False

while True:
    for event in pygame.event.get():
        if event.type == QUIT:
            pygame.quit()
            sys.exit()

        elif event.type == KEYDOWN:
            if event.key == K_r:
                circle_color = (255, 0, 0)
            elif event.key == K_g:
                circle_color = (0, 255, 0)
            elif event.key == K_b:
                circle_color = (0, 0, 255)
            elif event.key == K_1:
                circle_radius = 10
            elif event.key == K_2:
                circle_radius = 20
            elif event.key == K_3:
                circle_radius = 30

        elif event.type == MOUSEBUTTONDOWN:
            if event.button == 1:
                drawing = True

        elif event.type == MOUSEBUTTONUP:
            if event.button == 1:
                drawing = False

        elif event.type == MOUSEMOTION:
            if drawing:
                pos = pygame.mouse.get_pos()
                pygame.draw.circle(screen, circle_color, pos, circle_radius)

    screen.fill(BACKGROUND_COLOR)

    pygame.display.flip()

    clock.tick(60)
",completed,100.0,"Thank you for your submission. Your instructor will let you know if there is a problem.
Unit Test Returned: 100.0
"
